Date,Median_Price
11-11-2024,3000
11-11-2024,3000
11-11-2024,3000
11-11-2024,3000
11-11-2024,3000
11-11-2024,3000
11-11-2024,3000
11-11-2024,3000
11-11-2024,3200
11-11-2024,3200
11-11-2024,3200
11-11-2024,3200
11-11-2024,3200
12-11-2024,3200
12-11-2024,3500
12-11-2024,3400
12-11-2024,3400
12-11-2024,3800
12-11-2024,3600
12-11-2024,3600
12-11-2024,3600
12-11-2024,3600
12-11-2024,3600
12-11-2024,3600
12-11-2024,3700
12-11-2024,3800
12-11-2024,3800
12-11-2024,3800
13-11-2024,3800
13-11-2024,4000
13-11-2024,4000
13-11-2024,4000
13-11-2024,3900
13-11-2024,4000
13-11-2024,4000
13-11-2024,4000
13-11-2024,4000
13-11-2024,4000
13-11-2024,4200
13-11-2024,4200
13-11-2024,4200
14-11-2024,4200
14-11-2024,4200
14-11-2024,4200
14-11-2024,4200
14-11-2024,4200
14-11-2024,4500
14-11-2024,4500
14-11-2024,4500
14-11-2024,4600
14-11-2024,600
14-11-2024,800
14-11-2024,800
14-11-2024,900
15-11-2024,900
15-11-2024,1000
15-11-2024,1200
15-11-2024,1500
15-11-2024,2000
15-11-2024,2200
15-11-2024,2500
15-11-2024,3000
15-11-2024,2800
15-11-2024,3200
16-11-2024,3200
16-11-2024,4000
16-11-2024,4300
16-11-2024,4300
16-11-2024,4300
16-11-2024,1000
16-11-2024,1200
16-11-2024,1300
16-11-2024,1300
16-11-2024,1300
16-11-2024,1400
16-11-2024,1300
17-11-2024,1400
17-11-2024,1400
17-11-2024,1400
17-11-2024,1500
17-11-2024,1600
17-11-2024,2000
18-11-2024,2200
18-11-2024,2200
18-11-2024,2300
18-11-2024,2600
18-11-2024,3000
18-11-2024,3000
18-11-2024,3300
18-11-2024,3500
18-11-2024,3500
18-11-2024,3500
18-11-2024,3500
18-11-2024,3500
18-11-2024,3500
18-11-2024,3500
19-11-2024,3700
19-11-2024,3800
19-11-2024,3800
19-11-2024,3800
19-11-2024,3800
19-11-2024,3800
19-11-2024,4200
19-11-2024,4300
19-11-2024,4500
19-11-2024,4500
19-11-2024,4500
19-11-2024,4500
19-11-2024,4500
19-11-2024,4200
19-11-2024,4500
19-11-2024,4500
19-11-2024,4500
20-11-2024,4500
20-11-2024,4500
20-11-2024,4700
20-11-2024,4800
20-11-2024,4800
20-11-2024,5300
20-11-2024,5500
20-11-2024,5500
20-11-2024,5700
20-11-2024,1200
20-11-2024,1200
20-11-2024,1300
20-11-2024,1300
20-11-2024,1500
21-11-2024,1600
21-11-2024,1800
21-11-2024,2500
21-11-2024,2500
21-11-2024,3500
21-11-2024,3500
21-11-2024,3600
21-11-2024,3700
21-11-2024,3800
21-11-2024,4000
21-11-2024,4300
21-11-2024,4500
21-11-2024,4300
21-11-2024,4800
22-11-2024,800
22-11-2024,800
22-11-2024,900
22-11-2024,900
22-11-2024,1000
22-11-2024,1000
22-11-2024,1000
22-11-2024,1100
22-11-2024,1100
22-11-2024,1100
22-11-2024,1100
22-11-2024,1100
22-11-2024,1300
22-11-2024,1300
23-11-2024,1400
23-11-2024,1400
23-11-2024,1400
23-11-2024,1500
23-11-2024,1500
23-11-2024,1500
23-11-2024,1700
23-11-2024,1800
23-11-2024,1700
24-11-2024,1800
24-11-2024,2100
24-11-2024,2100
24-11-2024,2100
24-11-2024,2400
24-11-2024,2400
24-11-2024,2500
24-11-2024,2900
24-11-2024,2900
25-11-2024,2900
25-11-2024,3900
25-11-2024,3300
25-11-2024,3300
25-11-2024,3400
25-11-2024,3400
25-11-2024,3400
25-11-2024,3500
25-11-2024,3600
25-11-2024,3700
25-11-2024,3800
25-11-2024,3900
25-11-2024,3900
25-11-2024,3900
25-11-2024,3900
25-11-2024,4000
26-11-2024,4000
26-11-2024,4100
26-11-2024,4200
26-11-2024,4300
26-11-2024,4300
26-11-2024,4300
26-11-2024,4400
26-11-2024,4400
26-11-2024,4400
26-11-2024,4400
26-11-2024,4400
26-11-2024,4400
26-11-2024,4600
26-11-2024,4600
26-11-2024,4700
26-11-2024,4700
27-11-2024,4800
27-11-2024,4800
27-11-2024,5000
27-11-2024,5000
27-11-2024,5500
27-11-2024,5500
27-11-2024,5800
27-11-2024,5800
27-11-2024,6000
27-11-2024,6500
27-11-2024,6200
27-11-2024,6200
28-11-2024,6400
28-11-2024,700
28-11-2024,800
28-11-2024,800
28-11-2024,800
28-11-2024,1200
28-11-2024,1200
28-11-2024,1500
28-11-2024,1700
28-11-2024,2400
28-11-2024,2300
28-11-2024,2500
28-11-2024,3200
28-11-2024,3500
02-12-2024,3600
02-12-2024,4200
02-12-2024,4400
02-12-2024,4500
02-12-2024,5000
02-12-2024,1200
02-12-2024,1300
02-12-2024,1100
02-12-2024,1200
02-12-2024,1200
02-12-2024,1200
03-12-2024,1300
03-12-2024,1300
03-12-2024,1300
03-12-2024,1300
03-12-2024,1300
03-12-2024,1300
03-12-2024,1300
03-12-2024,1200
03-12-2024,1200
03-12-2024,1200
03-12-2024,1300
03-12-2024,1300
03-12-2024,1300
03-12-2024,1300
03-12-2024,1200
04-12-2024,1300
04-12-2024,1300
04-12-2024,1300
04-12-2024,1400
04-12-2024,1400
04-12-2024,1300
04-12-2024,1300
04-12-2024,1300
04-12-2024,1400
04-12-2024,1400
04-12-2024,1500
04-12-2024,1500
04-12-2024,1500
04-12-2024,1400
04-12-2024,1400
05-12-2024,1500
05-12-2024,1700
05-12-2024,1700
05-12-2024,1700
05-12-2024,1700
05-12-2024,1800
05-12-2024,1800
05-12-2024,1800
05-12-2024,1800
05-12-2024,1800
05-12-2024,1800
05-12-2024,2000
05-12-2024,1800
05-12-2024,1800
06-12-2024,1800
06-12-2024,1800
06-12-2024,1800
06-12-2024,1900
06-12-2024,2000
06-12-2024,2200
06-12-2024,2200
06-12-2024,2300
06-12-2024,2500
06-12-2024,2300
06-12-2024,2300
06-12-2024,2300
06-12-2024,2500
06-12-2024,2500
06-12-2024,2700
07-12-2024,2600
07-12-2024,2800
07-12-2024,3000
07-12-2024,3000
07-12-2024,3200
07-12-2024,3200
07-12-2024,3200
07-12-2024,3000
07-12-2024,3300
07-12-2024,3400
07-12-2024,3300
07-12-2024,3400
07-12-2024,3500
07-12-2024,3500
07-12-2024,3500
07-12-2024,3500
08-12-2024,3500
08-12-2024,3500
08-12-2024,3500
08-12-2024,3800
08-12-2024,4000
08-12-2024,3800
09-12-2024,4000
09-12-2024,4000
09-12-2024,4000
