Date_Hour,Temperature,Humidity,Wind_Speed,Precipitation,Condition,City
03-09-2024 18:00,26.6,90,3.6,0.5,Light rain shower,
03-09-2024 19:00,26.5,89,2.5,0.19,Light rain shower,
03-09-2024 20:00,26.2,89,2.5,0.05,Patchy rain possible,
03-09-2024 21:00,26.1,89,2.9,0.07,Patchy rain possible,
03-09-2024 22:00,25.8,90,2.9,0.05,Patchy rain possible,
03-09-2024 23:00,25.5,91,2.5,0.3,Light rain shower,
04-09-2024 00:00,26.8,87,5.8,0.87,Patchy light rain,
04-09-2024 01:00,26.3,89,6.5,0.48,Patchy rain possible,
04-09-2024 02:00,25.8,92,6.1,1.38,Light rain shower,
04-09-2024 03:00,25.4,94,5.8,1.8,Light rain shower,
04-09-2024 04:00,24.8,93,5,0.88,Light rain shower,
04-09-2024 05:00,24.8,93,4,0.38,Patchy rain possible,
04-09-2024 06:00,25.7,89,1.8,0.41,Light rain shower,
04-09-2024 07:00,27.2,83,1.4,0.71,Patchy rain possible,
04-09-2024 08:00,28.3,81,2.2,1.03,Patchy rain possible,
04-09-2024 09:00,29.1,77,4.7,0.55,Patchy rain possible,
04-09-2024 10:00,30.2,72,6.8,0.47,Light rain shower,
04-09-2024 11:00,30.8,69,8.6,1.12,Light rain shower,
04-09-2024 12:00,31.5,65,8.3,0.65,Light rain shower,
04-09-2024 13:00,32.1,64,7.6,1.46,Light rain shower,
04-09-2024 14:00,31.9,68,9,1.09,Light rain shower,
04-09-2024 15:00,31,77,7.6,1.28,Light rain shower,
04-09-2024 16:00,29.8,83,5.4,1.79,Light rain shower,
04-09-2024 17:00,28.1,86,3.2,0.2,Light rain shower,
04-09-2024 18:00,27.4,88,2.5,0.09,Patchy rain possible,
04-09-2024 19:00,26.8,90,2.2,1.1,Light rain shower,
04-09-2024 20:00,26.6,91,4,0.83,Light rain shower,
04-09-2024 21:00,26.3,92,4.7,0.24,Light rain shower,
04-09-2024 22:00,26.1,93,5.4,1.77,Light rain shower,
04-09-2024 23:00,25.7,93,4.7,2.52,Moderate or heavy rain shower,
05-09-2024 00:00,25.3,92,4,1.01,Light rain shower,
05-09-2024 01:00,24.8,93,4.7,1.14,Light rain shower,
05-09-2024 02:00,24.6,93,4.7,0.73,Light rain shower,
05-09-2024 03:00,24.5,94,4.3,1.47,Light rain shower,
05-09-2024 04:00,24.6,93,1.8,0.61,Light rain shower,
05-09-2024 05:00,24.3,94,1.4,0.16,Light rain shower,
05-09-2024 06:00,24.6,94,4.3,0.49,Light rain shower,
05-09-2024 07:00,24.9,94,5,0.31,Light rain shower,
05-09-2024 08:00,25.2,95,5,0.17,Light rain shower,
05-09-2024 09:00,25.3,94,6.1,0.38,Light rain shower,
05-09-2024 10:00,25.3,95,9,0.42,Light rain shower,
05-09-2024 11:00,25.6,94,8.6,0.05,Patchy rain possible,
05-09-2024 12:00,25.9,92,8.3,0.06,Patchy rain possible,
05-09-2024 13:00,26.1,92,7.9,0.04,Patchy rain possible,
05-09-2024 14:00,26.2,91,6.5,0,Partly cloudy,
05-09-2024 15:00,26.7,89,5,0,Partly cloudy,
05-09-2024 16:00,26.7,89,4.7,0,Cloudy,
05-09-2024 17:00,26,92,4.7,0,Partly cloudy,
05-09-2024 18:00,25.3,94,5,0,Mist,
05-09-2024 19:00,25.2,95,4.7,0,Mist,
05-09-2024 20:00,25,95,4,0,Mist,
05-09-2024 21:00,24.9,95,3.6,0,Mist,
05-09-2024 22:00,24.8,96,3.6,0,Mist,
05-09-2024 23:00,24.9,95,3.6,0,Mist,
06-09-2024 00:00,25.9,90,2.5,0.04,Patchy rain possible,
06-09-2024 01:00,26,90,2.5,0.03,Patchy rain possible,
06-09-2024 02:00,25.9,90,3.2,0.02,Patchy rain possible,
06-09-2024 03:00,25.8,90,3.2,0.24,Light rain shower,
06-09-2024 04:00,25.6,91,3.6,0.59,Light rain shower,
06-09-2024 05:00,25.7,92,3.6,0.26,Light rain shower,
06-09-2024 06:00,26.2,90,3.6,0,Partly cloudy,
06-09-2024 07:00,26.5,90,4.7,0.11,Patchy rain possible,
06-09-2024 08:00,26.5,90,4.3,0.09,Patchy rain possible,
06-09-2024 09:00,26.6,89,4,0.01,Patchy rain possible,
06-09-2024 10:00,26.8,87,2.2,0,Overcast,
06-09-2024 11:00,27.1,85,1.1,0,Partly cloudy,
06-09-2024 12:00,27.9,80,2.5,0,Partly cloudy,
06-09-2024 13:00,29.1,76,1.8,0,Partly cloudy,
06-09-2024 14:00,30.1,71,1.4,0,Partly cloudy,
06-09-2024 15:00,30.4,70,1.4,0,Partly cloudy,
06-09-2024 16:00,29.9,75,1.4,0,Sunny,
06-09-2024 17:00,28,81,2.2,0,Sunny,
06-09-2024 18:00,27.5,80,2.9,0.81,Patchy rain possible,
06-09-2024 19:00,27.2,81,3.6,0.53,Patchy rain possible,
06-09-2024 20:00,26.9,82,4.3,0,Clear,
06-09-2024 21:00,26.7,83,5,0,Clear,
06-09-2024 22:00,26.5,83,5,0.32,Patchy rain possible,
06-09-2024 23:00,26.3,84,4.3,0.01,Patchy rain possible,
07-09-2024 00:00,26.8,90,3.6,0.18,Patchy rain possible,
07-09-2024 01:00,26.7,91,4,0,Partly cloudy,
07-09-2024 02:00,26.2,92,3.2,0.65,Patchy rain possible,
07-09-2024 03:00,26.2,92,3.2,0.28,Patchy rain possible,
07-09-2024 04:00,26,92,3.2,0,Partly cloudy,
07-09-2024 05:00,26.1,93,3.6,0,Partly cloudy,
07-09-2024 06:00,27.1,89,3.6,0.54,Light rain shower,
07-09-2024 07:00,28.9,82,4,0,Partly cloudy,
07-09-2024 08:00,30.8,75,6.1,0,Sunny,
07-09-2024 09:00,32.3,68,6.5,0.17,Patchy rain possible,
07-09-2024 10:00,33.6,62,5,0,Partly cloudy,
07-09-2024 11:00,34.4,59,5,0,Sunny,
07-09-2024 12:00,34.7,58,5.4,0.16,Patchy rain possible,
07-09-2024 13:00,34.8,57,6.5,0.08,Patchy rain possible,
07-09-2024 14:00,34.6,59,7.9,0.06,Patchy rain possible,
07-09-2024 15:00,34.2,61,6.5,0.19,Patchy rain possible,
07-09-2024 16:00,33.3,68,5,0,Sunny,
07-09-2024 17:00,31,73,4.7,0,Sunny,
07-09-2024 18:00,30.1,76,6.5,0,Clear,
07-09-2024 19:00,29.5,79,6.1,0,Clear,
07-09-2024 20:00,29.1,80,5,0.19,Patchy rain possible,
07-09-2024 21:00,28.7,82,5.8,0,Clear,
07-09-2024 22:00,28.2,83,6.1,0.23,Patchy rain possible,
07-09-2024 23:00,27.9,84,5.4,0.04,Patchy rain possible,
08-09-2024 00:00,27.2,88,5.4,0.27,Patchy rain possible,
08-09-2024 01:00,26.5,89,6.5,2.46,Patchy rain possible,
08-09-2024 02:00,26.2,90,4.7,0,Clear,
08-09-2024 03:00,25.8,89,3.6,0,Clear,
08-09-2024 04:00,25.3,91,2.9,2.81,Moderate or heavy rain shower,
08-09-2024 05:00,25.3,91,2.9,0,Clear,
08-09-2024 06:00,26.8,87,2.2,0,Partly cloudy,
08-09-2024 07:00,28.6,79,1.1,0,Sunny,
08-09-2024 08:00,30.3,73,1.8,0.79,Patchy rain possible,
08-09-2024 09:00,31.3,71,4,0.39,Patchy rain possible,
08-09-2024 10:00,31.8,69,4.7,1.76,Patchy rain possible,
08-09-2024 11:00,32.8,63,4,0,Sunny,
08-09-2024 12:00,33.5,60,5,0,Sunny,
08-09-2024 13:00,34.2,60,6.1,0.18,Patchy rain possible,
08-09-2024 14:00,34.6,60,6.1,0.04,Patchy rain possible,
08-09-2024 15:00,34.4,61,4.7,0.32,Patchy rain possible,
08-09-2024 16:00,33.1,71,5,0.97,Patchy rain possible,
08-09-2024 17:00,30.5,78,6.1,0.06,Patchy rain possible,
08-09-2024 18:00,29.7,82,8.6,0.05,Patchy rain possible,
08-09-2024 19:00,28.8,86,9,0,Cloudy,
08-09-2024 20:00,28.2,87,7.2,0.5,Light rain shower,
08-09-2024 21:00,28,87,6.5,0.7,Patchy rain possible,
08-09-2024 22:00,27.8,87,5.8,0.03,Patchy rain possible,
08-09-2024 23:00,27.7,86,5,0,Partly cloudy,
09-09-2024 00:00,27,89,6.1,0,Partly cloudy,
09-09-2024 01:00,26.8,89,6.5,0.14,Patchy rain possible,
09-09-2024 02:00,26.7,89,6.1,0.53,Patchy rain possible,
09-09-2024 03:00,26.6,89,5.4,0,Partly cloudy,
09-09-2024 04:00,26.5,89,5.4,0.57,Patchy rain possible,
09-09-2024 05:00,26.4,89,5.8,0.94,Patchy rain possible,
09-09-2024 06:00,28.1,84,3.6,0,Sunny,
09-09-2024 07:00,29.9,76,4.7,0,Sunny,
09-09-2024 08:00,31.3,71,7.2,0.88,Patchy rain possible,
09-09-2024 09:00,32.5,67,9,0.3,Patchy rain possible,
09-09-2024 10:00,33.5,62,9.4,0,Sunny,
09-09-2024 11:00,34.2,59,9.7,0.01,Patchy rain possible,
09-09-2024 12:00,34.8,57,10.1,0.04,Patchy rain possible,
09-09-2024 13:00,35.2,54,10.4,0.07,Patchy rain possible,
09-09-2024 14:00,34.7,57,11.5,0.27,Light rain shower,
09-09-2024 15:00,33.5,66,10.8,0.5,Patchy light drizzle,
09-09-2024 16:00,31.1,76,9.4,1.02,Patchy rain possible,
09-09-2024 17:00,29.6,79,7.9,0.75,Patchy rain possible,
09-09-2024 18:00,28.8,82,5.8,0,Partly cloudy,
09-09-2024 19:00,28.3,84,5.4,0.02,Patchy rain possible,
09-09-2024 20:00,28,86,5.4,0,Partly cloudy,
09-09-2024 21:00,27.7,87,5.4,0.54,Patchy rain possible,
09-09-2024 22:00,27.3,89,5.8,0.11,Patchy rain possible,
09-09-2024 23:00,26.9,90,6.8,0.45,Patchy rain possible,
10-09-2024 00:00,26.8,88,4.7,0.03,Patchy rain possible,
10-09-2024 01:00,26.5,88,4.3,0,Partly cloudy,
10-09-2024 02:00,26.4,88,4,0,Partly cloudy,
10-09-2024 03:00,26.3,88,3.6,0,Partly cloudy,
10-09-2024 04:00,26.1,88,2.9,0,Partly cloudy,
10-09-2024 05:00,26.2,88,1.8,0.01,Patchy rain possible,
10-09-2024 06:00,27.4,85,1.1,0.5,Patchy light drizzle,
10-09-2024 07:00,28.6,80,2.5,0.96,Light rain shower,
10-09-2024 08:00,29.6,76,5.4,1.06,Light rain shower,
10-09-2024 09:00,30.5,73,6.1,0.69,Patchy rain possible,
10-09-2024 10:00,31.1,71,4.7,0.62,Patchy rain possible,
10-09-2024 11:00,32,67,0.7,0.21,Patchy rain possible,
10-09-2024 12:00,32.5,64,2.5,0.1,Patchy rain possible,
10-09-2024 13:00,32.7,63,4.7,0.12,Patchy rain possible,
10-09-2024 14:00,32.7,65,5,0.45,Patchy rain possible,
10-09-2024 15:00,32.5,67,6.5,0.16,Patchy rain possible,
10-09-2024 16:00,30.7,77,7.6,1.39,Patchy rain possible,
10-09-2024 17:00,28.2,85,6.8,1.4,Patchy rain possible,
10-09-2024 18:00,27.5,89,5,0.8,Patchy rain possible,
10-09-2024 19:00,27.5,89,4.3,0.25,Patchy rain possible,
10-09-2024 20:00,27.1,90,3.2,2.19,Light rain shower,
10-09-2024 21:00,26.9,91,2.5,1.52,Light rain shower,
10-09-2024 22:00,26.7,92,2.5,1.4,Light rain shower,
10-09-2024 23:00,26.2,94,1.8,2.22,Light rain shower,
11-09-2024 00:00,25.9,94,3.6,3,Moderate or heavy rain shower,
11-09-2024 01:00,25.8,95,3.6,1.72,Light rain shower,
11-09-2024 02:00,25.9,94,3.2,0.33,Light rain shower,
11-09-2024 03:00,25.9,94,2.9,0.06,Patchy rain possible,
11-09-2024 04:00,25.9,93,2.5,0,Cloudy,
11-09-2024 05:00,25.8,93,2.5,0.06,Patchy rain possible,
11-09-2024 06:00,26.8,90,2.5,0,Partly cloudy,
11-09-2024 07:00,27.5,86,2.9,1.8,Patchy rain possible,
11-09-2024 08:00,28.2,85,5.8,3.27,Moderate or heavy rain shower,
11-09-2024 09:00,29,83,5.8,2.14,Light rain shower,
11-09-2024 10:00,29.6,82,7.6,2.97,Moderate or heavy rain shower,
11-09-2024 11:00,29.1,83,11.5,1.46,Light rain shower,
11-09-2024 12:00,28.9,84,14,0.28,Light rain shower,
11-09-2024 13:00,29.5,80,14.4,0.46,Patchy rain possible,
11-09-2024 14:00,29.6,79,15.8,0.31,Patchy rain possible,
11-09-2024 15:00,29.1,81,14.4,0,Partly cloudy,
11-09-2024 16:00,28.2,85,13,0,Thundery outbreaks possible,
11-09-2024 17:00,27,89,10.1,0,Partly cloudy,
11-09-2024 18:00,26.3,92,7.2,0,Partly cloudy,
11-09-2024 19:00,25.9,93,6.1,0.02,Patchy rain possible,
11-09-2024 20:00,25.7,93,4.7,0,Partly cloudy,
11-09-2024 21:00,25.5,94,4.7,0,Mist,
11-09-2024 22:00,25.2,95,4.3,0,Mist,
11-09-2024 23:00,24.3,95,3.2,0,Mist,
12-09-2024 00:00,25.9,88,1.8,0,Cloudy,
12-09-2024 01:00,25.7,89,2.2,0.09,Patchy rain possible,
12-09-2024 02:00,25.5,89,2.5,0.37,Patchy light drizzle,
12-09-2024 03:00,25.1,90,2.5,0,Cloudy,
12-09-2024 04:00,25,91,2.9,0,Cloudy,
12-09-2024 05:00,24.9,91,3.2,0,Partly cloudy,
12-09-2024 06:00,26.1,87,4,0,Partly cloudy,
12-09-2024 07:00,27.7,81,5.4,0,Partly cloudy,
12-09-2024 08:00,29.2,75,6.1,0,Thundery outbreaks possible,
12-09-2024 09:00,30.8,69,6.8,0,Sunny,
12-09-2024 10:00,32.1,62,7.6,0,Sunny,
12-09-2024 11:00,33,57,9,0,Sunny,
12-09-2024 12:00,33.3,56,10.4,0,Sunny,
12-09-2024 13:00,33.3,56,10.8,0,Sunny,
12-09-2024 14:00,33,57,10.8,0.04,Patchy rain possible,
12-09-2024 15:00,32.2,63,9.7,0.16,Patchy rain possible,
12-09-2024 16:00,31.5,71,6.8,0.19,Patchy rain possible,
12-09-2024 17:00,29.8,75,4,0,Sunny,
12-09-2024 18:00,29.1,76,3.6,0,Clear,
12-09-2024 19:00,28.4,78,3.6,0.24,Patchy rain possible,
12-09-2024 20:00,27.8,81,1.8,0.05,Patchy rain possible,
12-09-2024 21:00,27.3,83,2.9,0.38,Patchy rain possible,
12-09-2024 22:00,26.8,85,1.8,3.1,Moderate or heavy rain shower,
12-09-2024 23:00,25.6,91,2.5,0.18,Patchy rain possible,
13-09-2024 00:00,27.3,83,3.6,0,Partly cloudy,
13-09-2024 01:00,26.3,84,3.6,0.64,Patchy light drizzle,
13-09-2024 02:00,26.1,86,2.5,0.66,Patchy rain possible,
13-09-2024 03:00,25.6,90,3.2,0,Partly cloudy,
13-09-2024 04:00,25.7,90,4.7,0,Partly cloudy,
13-09-2024 05:00,25.5,90,3.6,0.19,Light rain shower,
13-09-2024 06:00,25.7,90,4,0,Partly cloudy,
13-09-2024 07:00,27.6,80,7.6,0,Partly cloudy,
13-09-2024 08:00,29.8,70,9.7,0,Partly cloudy,
13-09-2024 09:00,31.6,62,11.2,0,Sunny,
13-09-2024 10:00,33,58,11.5,0,Partly cloudy,
13-09-2024 11:00,33.9,55,13,0,Partly cloudy,
13-09-2024 12:00,34.7,53,13.7,0,Thundery outbreaks possible,
13-09-2024 13:00,35.5,52,14,0,Sunny,
13-09-2024 14:00,34.9,55,13,0.02,Patchy rain possible,
13-09-2024 15:00,34,61,9.4,0.17,Patchy rain possible,
13-09-2024 16:00,32.5,69,6.8,0.41,Patchy light rain with thunder,
13-09-2024 17:00,30.3,75,4.7,0.06,Patchy rain possible,
13-09-2024 18:00,29.3,79,3.2,0,Clear,
13-09-2024 19:00,28.4,83,2.2,0.17,Patchy light rain with thunder,
13-09-2024 20:00,27.1,88,5.4,0.58,Patchy rain possible,
13-09-2024 21:00,26.6,89,7.6,0.19,Patchy rain possible,
13-09-2024 22:00,25.7,93,6.8,1.42,Patchy rain possible,
13-09-2024 23:00,25.6,94,5.4,0.02,Patchy rain possible,
14-09-2024 00:00,25.8,79,1.1,0.33,Patchy light drizzle,
14-09-2024 01:00,25.6,80,0.7,0.43,Light rain shower,
14-09-2024 02:00,25.5,82,1.8,0.69,Light rain shower,
14-09-2024 03:00,25.1,85,3.6,0.46,Light rain shower,
14-09-2024 04:00,24.6,88,2.9,0.11,Patchy rain possible,
14-09-2024 05:00,24.4,90,2.9,0,Cloudy,
14-09-2024 06:00,25.2,87,4,0.16,Patchy light drizzle,
14-09-2024 07:00,26.9,78,4.7,0,Partly cloudy,
14-09-2024 08:00,29,68,7.6,0,Partly cloudy,
14-09-2024 09:00,30.7,61,10.8,0,Partly cloudy,
14-09-2024 10:00,31.8,58,13,0,Partly cloudy,
14-09-2024 11:00,32.6,56,13.3,0,Partly cloudy,
14-09-2024 12:00,32.9,55,13,0,Partly cloudy,
14-09-2024 13:00,33.1,57,10.8,0,Partly cloudy,
14-09-2024 14:00,33.8,57,7.9,0.06,Patchy rain possible,
14-09-2024 15:00,32.7,64,4,0.48,Patchy rain possible,
14-09-2024 16:00,30.4,77,3.6,0.61,Light rain shower,
14-09-2024 17:00,27.2,89,10.8,1.22,Light rain shower,
14-09-2024 18:00,25.6,96,7.2,2.18,Light rain shower,
14-09-2024 19:00,25.7,95,6.1,0.06,Mist,
14-09-2024 20:00,25.6,95,6.1,0.41,Light rain shower,
14-09-2024 21:00,25.5,95,8.3,0,Mist,
14-09-2024 22:00,25.4,94,6.8,0,Mist,
14-09-2024 23:00,25.4,93,7.2,0,Overcast,
15-09-2024 00:00,25.4,94,4,0,Mist,
15-09-2024 01:00,25.3,94,4,0,Mist,
15-09-2024 02:00,25.3,94,4.3,0.12,Mist,
15-09-2024 03:00,25.4,94,2.2,0,Partly cloudy,
15-09-2024 04:00,25.5,94,0.7,0,Partly cloudy,
15-09-2024 05:00,25.4,93,0.4,0,Partly cloudy,
15-09-2024 06:00,25.8,92,2.2,0,Partly cloudy,
15-09-2024 07:00,26,92,6.8,0,Partly cloudy,
15-09-2024 08:00,26.1,91,9.4,0.18,Patchy light drizzle,
15-09-2024 09:00,26,92,9.7,0.05,Patchy rain possible,
15-09-2024 10:00,26.1,92,8.6,0.22,Light drizzle,
15-09-2024 11:00,26.3,91,6.8,0.12,Patchy rain possible,
15-09-2024 12:00,26.1,91,7.2,0.01,Patchy rain possible,
15-09-2024 13:00,26.8,87,4.7,0.07,Patchy rain possible,
15-09-2024 14:00,27.6,82,6.8,0.02,Patchy rain possible,
15-09-2024 15:00,28.1,79,6.5,0.01,Patchy rain possible,
15-09-2024 16:00,27.4,84,4.7,0,Partly cloudy,
15-09-2024 17:00,26.2,88,3.6,0,Partly cloudy,
15-09-2024 18:00,25.7,89,3.2,0,Partly cloudy,
15-09-2024 19:00,25.5,90,3.2,0.29,Patchy light drizzle,
15-09-2024 20:00,25.4,90,2.2,0,Cloudy,
15-09-2024 21:00,25.3,90,1.4,0,Partly cloudy,
15-09-2024 22:00,25.3,90,0.4,0,Partly cloudy,
15-09-2024 23:00,25.1,90,0.4,0.3,Light rain shower,
16-09-2024 00:00,25.6,78,3.6,0,Partly cloudy,
16-09-2024 01:00,24.6,79,4.7,0,Partly cloudy,
16-09-2024 02:00,24.3,80,5.4,0,Partly cloudy,
16-09-2024 03:00,24.1,81,4.7,0,Partly cloudy,
16-09-2024 04:00,24.1,81,4.3,0,Partly cloudy,
16-09-2024 05:00,24.1,81,3.2,0,Partly cloudy,
16-09-2024 06:00,24.6,81,1.8,0,Partly cloudy,
16-09-2024 07:00,25,81,1.8,0,Partly cloudy,
16-09-2024 08:00,25.4,79,1.4,0,Partly cloudy,
16-09-2024 09:00,26.1,76,1.1,0,Partly cloudy,
16-09-2024 10:00,27.5,70,1.8,0,Partly cloudy,
16-09-2024 11:00,28.9,66,3.2,0,Partly cloudy,
16-09-2024 12:00,29.3,65,4.3,0,Partly cloudy,
16-09-2024 13:00,29.4,66,5,0,Partly cloudy,
16-09-2024 14:00,29.8,67,5,0,Sunny,
16-09-2024 15:00,29.8,69,5.8,0,Sunny,
16-09-2024 16:00,29.1,76,5.4,0,Sunny,
16-09-2024 17:00,27.4,81,4,0,Sunny,
16-09-2024 18:00,26.8,83,4,0,Clear,
16-09-2024 19:00,26.4,84,3.2,0,Clear,
16-09-2024 20:00,26.2,85,4.3,0.02,Patchy rain possible,
16-09-2024 21:00,26,86,4.7,0.05,Patchy rain possible,
16-09-2024 22:00,25.7,86,5,0.04,Patchy rain possible,
16-09-2024 23:00,24.8,86,4.7,0,Partly cloudy,
17-09-2024 00:00,24.7,84,4.7,0,Partly cloudy,
17-09-2024 01:00,24.9,84,4.7,0,Partly cloudy,
17-09-2024 02:00,25,84,4.3,0.02,Patchy rain possible,
17-09-2024 03:00,25,83,2.9,0.02,Patchy rain possible,
17-09-2024 04:00,25.1,83,1.8,0.03,Patchy rain possible,
17-09-2024 05:00,25.1,84,1.4,0.01,Patchy rain possible,
17-09-2024 06:00,25.6,85,1.8,0.01,Patchy rain possible,
17-09-2024 07:00,25.9,83,2.2,0,Partly cloudy,
17-09-2024 08:00,27.1,77,1.8,0,Sunny,
17-09-2024 09:00,28.7,71,0.7,0,Sunny,
17-09-2024 10:00,30.3,66,4.7,0,Sunny,
17-09-2024 11:00,31.5,63,8.3,0,Sunny,
17-09-2024 12:00,31.9,61,9,0,Partly cloudy,
17-09-2024 13:00,32.1,61,10.1,0,Partly cloudy,
17-09-2024 14:00,32.1,61,9.4,0.01,Patchy rain possible,
17-09-2024 15:00,31.9,62,6.8,0.01,Patchy rain possible,
17-09-2024 16:00,31.5,69,2.9,0,Sunny,
17-09-2024 17:00,29.5,73,1.8,0.01,Patchy rain possible,
17-09-2024 18:00,28.9,75,3.2,0,Partly cloudy,
17-09-2024 19:00,28.5,76,4.7,0,Partly cloudy,
17-09-2024 20:00,28.2,79,5,0,Clear,
17-09-2024 21:00,27.8,81,5.4,0,Clear,
17-09-2024 22:00,27.4,83,5.4,0,Clear,
17-09-2024 23:00,27.1,84,5,0,Clear,
18-09-2024 00:00,26.9,81,4.3,0,Partly cloudy,
18-09-2024 01:00,26.7,82,4.7,0,Clear,
18-09-2024 02:00,26.9,83,4.3,0,Clear,
18-09-2024 03:00,26.7,83,3.6,0,Clear,
18-09-2024 04:00,26.5,84,2.2,0,Clear,
18-09-2024 05:00,26.5,85,1.4,0,Clear,
18-09-2024 06:00,28.2,79,1.1,0,Sunny,
18-09-2024 07:00,29.9,73,2.2,0,Sunny,
18-09-2024 08:00,31.5,67,2.9,0,Sunny,
18-09-2024 09:00,32.7,63,4.7,0.01,Patchy rain possible,
18-09-2024 10:00,33.4,60,6.8,0.01,Patchy rain possible,
18-09-2024 11:00,33.8,58,8.6,0.01,Patchy rain possible,
18-09-2024 12:00,33.7,57,9.7,0,Sunny,
18-09-2024 13:00,33.7,55,9.7,0.01,Patchy rain possible,
18-09-2024 14:00,33.6,55,9.4,0.02,Patchy rain possible,
18-09-2024 15:00,33.5,57,9,0.01,Patchy rain possible,
18-09-2024 16:00,32.2,67,7.9,0.05,Patchy rain possible,
18-09-2024 17:00,29.8,73,7.2,0,Sunny,
18-09-2024 18:00,29.5,75,8.3,0,Clear,
18-09-2024 19:00,29.2,77,7.6,0,Clear,
18-09-2024 20:00,28.9,78,6.8,0,Clear,
18-09-2024 21:00,28.7,80,6.1,0,Clear,
18-09-2024 22:00,28.5,81,6.1,0,Clear,
18-09-2024 23:00,28.4,81,5.4,0,Clear,
19-09-2024 00:00,27.9,83,5,0,Clear,
19-09-2024 01:00,27.7,84,5,0,Clear,
19-09-2024 02:00,27.4,84,4.3,0,Clear,
19-09-2024 03:00,27.2,85,4.3,0,Clear,
19-09-2024 04:00,27,85,3.6,0.04,Patchy rain possible,
19-09-2024 05:00,27.1,85,2.9,0,Clear,
19-09-2024 06:00,28.6,80,1.4,0,Sunny,
19-09-2024 07:00,30.5,72,0.7,0,Sunny,
19-09-2024 08:00,32.1,66,3.2,0,Sunny,
19-09-2024 09:00,33.1,62,5.8,0,Sunny,
19-09-2024 10:00,33.2,59,7.6,0,Sunny,
19-09-2024 11:00,33.6,57,9.4,0,Sunny,
19-09-2024 12:00,33.6,57,9.7,0,Sunny,
19-09-2024 13:00,34.1,55,9.7,0,Sunny,
19-09-2024 14:00,35,54,10.4,0.04,Patchy rain possible,
19-09-2024 15:00,34.6,58,10.1,0,Sunny,
19-09-2024 16:00,33.2,66,8.3,0.04,Patchy rain possible,
19-09-2024 17:00,30.9,72,7.9,0,Sunny,
19-09-2024 18:00,30.1,74,8.3,0,Clear,
19-09-2024 19:00,29.7,75,7.6,0,Clear,
19-09-2024 20:00,29.4,77,7.2,0,Clear,
19-09-2024 21:00,29,79,6.1,0,Clear,
19-09-2024 22:00,28.8,80,5.8,0,Clear,
19-09-2024 23:00,28.2,81,5.4,0,Clear,
20-09-2024 00:00,27.3,84,5,0,Clear,
20-09-2024 01:00,27,84,4.7,0,Clear,
20-09-2024 02:00,26.8,84,4.7,0,Clear,
20-09-2024 03:00,26.7,84,4,0,Clear,
20-09-2024 04:00,26.5,84,2.5,0,Clear,
20-09-2024 05:00,26.5,84,1.1,0,Clear,
20-09-2024 06:00,27.9,80,0,0,Sunny,
20-09-2024 07:00,29.5,72,0.7,0,Sunny,
20-09-2024 08:00,31.1,66,1.4,0,Sunny,
20-09-2024 09:00,32.6,61,3.2,0,Sunny,
20-09-2024 10:00,33.6,57,5.4,0,Sunny,
20-09-2024 11:00,34.3,55,7.6,0,Sunny,
20-09-2024 12:00,34.7,53,8.6,0,Sunny,
20-09-2024 13:00,34.8,52,9,0,Sunny,
20-09-2024 14:00,35.2,53,8.3,0.07,Patchy rain possible,
20-09-2024 15:00,35.1,56,7.6,0.01,Patchy rain possible,
20-09-2024 16:00,33.6,65,5,0.42,Patchy rain possible,
20-09-2024 17:00,31.5,70,4.3,0,Sunny,
20-09-2024 18:00,30.7,73,5.8,0,Clear,
20-09-2024 19:00,30.2,75,6.1,0,Clear,
20-09-2024 20:00,29.8,76,5.8,0.06,Patchy rain possible,
20-09-2024 21:00,29.4,78,5.4,0,Clear,
20-09-2024 22:00,29,79,5,0,Clear,
20-09-2024 23:00,28.4,80,5.4,0,Clear,
21-09-2024 00:00,27.9,78,4.3,0,Clear,
21-09-2024 01:00,27.6,79,4.7,0,Clear,
21-09-2024 02:00,27.3,80,5,0,Clear,
21-09-2024 03:00,27.1,81,4.3,0,Clear,
21-09-2024 04:00,26.9,81,2.5,0,Clear,
21-09-2024 05:00,26.8,82,2.2,0,Clear,
21-09-2024 06:00,28.4,77,3.2,0,Sunny,
21-09-2024 07:00,30.4,69,4.7,0,Sunny,
21-09-2024 08:00,32,63,6.5,0,Sunny,
21-09-2024 09:00,33.5,58,6.8,0,Sunny,
21-09-2024 10:00,34.7,54,6.8,0,Sunny,
21-09-2024 11:00,35.7,50,6.8,0,Sunny,
21-09-2024 12:00,36.2,49,7.2,0,Sunny,
21-09-2024 13:00,36.2,49,8.3,0,Sunny,
21-09-2024 14:00,35.8,50,9.4,0,Sunny,
21-09-2024 15:00,35.3,54,9.7,0.05,Patchy rain possible,
21-09-2024 16:00,33.6,63,5.4,0.01,Patchy rain possible,
21-09-2024 17:00,31.8,66,4,0,Sunny,
21-09-2024 18:00,31.3,69,3.6,0,Clear,
21-09-2024 19:00,30.7,71,5,0,Clear,
21-09-2024 20:00,30.3,74,5.8,0,Clear,
21-09-2024 21:00,29.9,75,5.4,0,Clear,
21-09-2024 22:00,29.4,79,5.8,0,Clear,
21-09-2024 23:00,29.3,79,5.8,0.06,Patchy rain possible,
22-09-2024 00:00,29.6,73,5,0,Clear,
22-09-2024 01:00,29.4,73,4,0,Clear,
22-09-2024 02:00,29,74,4.3,0,Clear,
